,img_path,label,predicted_probs,predicted_label
21,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.601.jpg,Autistic,0.37148502,0
22,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.441.jpg,Autistic,0.7361804,1
23,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Non_Autistic.238.jpg,Non_Autistic,0.07388931,0
24,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.1184.jpg,Autistic,0.95306635,1
25,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.853.jpg,Autistic,0.6594827,1
26,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.505.jpg,Autistic,0.32971895,0
27,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.368.jpg,Autistic,0.66347694,1
28,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Non_Autistic.107.jpg,Non_Autistic,0.474895,0
29,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Non_Autistic.351.jpg,Non_Autistic,0.3478237,0
30,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.308.jpg,Autistic,0.79555297,1
31,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Non_Autistic.1173.jpg,Non_Autistic,0.24769051,0
32,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Non_Autistic.1032.jpg,Non_Autistic,0.66419333,1
33,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.92.jpg,Autistic,0.06969766,0
34,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.1046.jpg,Autistic,0.06891868,0
35,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Non_Autistic.535.jpg,Non_Autistic,0.5498012,1
36,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.217.jpg,Autistic,0.7683542,1
37,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.1031.jpg,Autistic,0.7936239,1
38,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.409.jpg,Autistic,0.33288294,0
39,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.379.jpg,Autistic,0.98205996,1
40,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.877.jpg,Autistic,0.32797313,0
41,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.603.jpg,Autistic,0.093252204,0
42,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.858.jpg,Autistic,0.6287888,1
43,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.392.jpg,Autistic,0.64391637,1
44,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.1236.jpg,Autistic,0.7702382,1
45,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Non_Autistic.391.jpg,Non_Autistic,0.03259593,0
46,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.478.jpg,Autistic,0.9271682,1
47,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Non_Autistic.141.jpg,Non_Autistic,0.3230419,0
48,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.418.jpg,Autistic,0.7198602,1
49,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.297.jpg,Autistic,0.98977613,1
50,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.1172.jpg,Autistic,0.37010157,0
51,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.554.jpg,Autistic,0.69715774,1
52,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.850.jpg,Autistic,0.06651131,0
53,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.280.jpg,Autistic,0.469984,0
54,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.463.jpg,Autistic,0.25756553,0
55,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.31.jpg,Autistic,0.84466296,1
56,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Non_Autistic.14.jpg,Non_Autistic,0.47551286,0
57,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.904.jpg,Autistic,0.10173721,0
58,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.1007.jpg,Autistic,0.77264667,1
59,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Non_Autistic.1204.jpg,Non_Autistic,0.3499154,0
60,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.921.jpg,Autistic,0.9105301,1
61,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.191.jpg,Autistic,0.2753442,0
62,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.125.jpg,Autistic,0.45267874,0
63,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Non_Autistic.396.jpg,Non_Autistic,0.8016425,1
64,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Non_Autistic.221.jpg,Non_Autistic,0.0277873,0
65,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.196.jpg,Autistic,0.01789152,0
66,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Non_Autistic.517.jpg,Non_Autistic,0.35025808,0
67,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Non_Autistic.504.jpg,Non_Autistic,0.9109313,1
68,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.560.jpg,Autistic,0.28990737,0
69,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.285.jpg,Autistic,0.5816056,1
70,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.263.jpg,Autistic,0.7554097,1
71,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Non_Autistic.317.jpg,Non_Autistic,0.4255243,0
72,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.739.jpg,Autistic,0.7704148,1
73,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.488.jpg,Autistic,0.9891916,1
74,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.959.jpg,Autistic,0.48592067,0
75,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Non_Autistic.248.jpg,Non_Autistic,0.17550218,0
76,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Non_Autistic.372.jpg,Non_Autistic,0.70633394,1
77,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.101.jpg,Autistic,0.26132047,0
78,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Non_Autistic.120.jpg,Non_Autistic,0.06108903,0
79,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Non_Autistic.116.jpg,Non_Autistic,0.24342299,0
80,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.1129.jpg,Autistic,0.8115008,1
81,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.1003.jpg,Autistic,0.59215045,1
82,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.66.jpg,Autistic,0.8747111,1
83,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.85.jpg,Autistic,0.6313057,1
84,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.1126.jpg,Autistic,0.90986997,1
85,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Non_Autistic.451.jpg,Non_Autistic,0.6560623,1
86,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.109.jpg,Autistic,0.44923827,0
87,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.1217.jpg,Autistic,0.74123037,1
88,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.762.jpg,Autistic,0.99737,1
89,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.426.jpg,Autistic,0.6546354,1
90,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.265.jpg,Autistic,0.83191305,1
91,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Non_Autistic.50.jpg,Non_Autistic,0.71070725,1
92,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Non_Autistic.322.jpg,Non_Autistic,0.17557606,0
93,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.1112.jpg,Autistic,0.14718209,0
94,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.1128.jpg,Autistic,0.24159162,0
95,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.1127.jpg,Autistic,0.11149955,0
96,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.237.jpg,Autistic,0.2536377,0
97,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.591.jpg,Autistic,0.31572914,0
98,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.439.jpg,Autistic,0.19237004,0
99,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.267.jpg,Autistic,0.20305343,0
100,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Non_Autistic.409.jpg,Non_Autistic,0.05030371,0
101,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.873.jpg,Autistic,0.33353668,0
102,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.557.jpg,Autistic,0.9750822,1
103,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Non_Autistic.573.jpg,Non_Autistic,0.5273541,1
104,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.1113.jpg,Autistic,0.7684724,1
105,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.717.jpg,Autistic,0.20642768,0
106,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.1079.jpg,Autistic,0.7902548,1
107,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.691.jpg,Autistic,0.70679617,1
108,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Non_Autistic.262.jpg,Non_Autistic,0.8390464,1
109,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Non_Autistic.439.jpg,Non_Autistic,0.7367759,1
110,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.385.jpg,Autistic,0.8190319,1
111,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.410.jpg,Autistic,0.7040956,1
112,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Non_Autistic.447.jpg,Non_Autistic,0.5819687,1
113,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Non_Autistic.318.jpg,Non_Autistic,0.8329866,1
114,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Non_Autistic.279.jpg,Non_Autistic,0.49416867,0
115,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Non_Autistic.1028.jpg,Non_Autistic,0.6247269,1
116,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.761.jpg,Autistic,0.17931831,0
117,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.8.jpg,Autistic,0.7736698,1
118,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.867.jpg,Autistic,0.06330333,0
119,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Non_Autistic.175.jpg,Non_Autistic,0.11925656,0
120,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Non_Autistic.510.jpg,Non_Autistic,0.6492184,1
121,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.1177.jpg,Autistic,0.13094595,0
122,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.1171.jpg,Autistic,0.63554406,1
123,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Non_Autistic.1085.jpg,Non_Autistic,0.070646465,0
124,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.96.jpg,Autistic,0.64780676,1
125,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.1215.jpg,Autistic,0.68236333,1
126,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Non_Autistic.579.jpg,Non_Autistic,0.615583,1
127,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.246.jpg,Autistic,0.4141617,0
128,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.1042.jpg,Autistic,0.524728,1
129,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Non_Autistic.1042.jpg,Non_Autistic,0.54159915,1
130,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.258.jpg,Autistic,0.9908154,1
131,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Non_Autistic.493.jpg,Non_Autistic,0.27213895,0
132,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.54.jpg,Autistic,0.9976477,1
133,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.416.jpg,Autistic,0.08064419,0
134,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Non_Autistic.426.jpg,Non_Autistic,0.7152197,1
135,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.106.jpg,Autistic,0.031753484,0
136,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Non_Autistic.225.jpg,Non_Autistic,0.5669821,1
137,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.598.jpg,Autistic,0.2011365,0
138,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.1020.jpg,Autistic,0.9862877,1
139,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.528.jpg,Autistic,0.59729314,1
140,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Non_Autistic.433.jpg,Non_Autistic,0.08736485,0
141,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.950.jpg,Autistic,0.71480614,1
142,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Non_Autistic.449.jpg,Non_Autistic,0.7926314,1
143,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.695.jpg,Autistic,0.78639376,1
144,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.690.jpg,Autistic,0.2310838,0
145,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.851.jpg,Autistic,0.7956208,1
146,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.714.jpg,Autistic,0.96703655,1
147,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.268.jpg,Autistic,0.84082836,1
148,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.838.jpg,Autistic,0.040894624,0
149,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.207.jpg,Autistic,0.9926432,1
150,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.842.jpg,Autistic,0.047582794,0
151,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.678.jpg,Autistic,0.5490464,1
152,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.1141.jpg,Autistic,0.32818305,0
153,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Non_Autistic.124.jpg,Non_Autistic,0.20326582,0
154,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.500.jpg,Autistic,0.6903758,1
155,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.291.jpg,Autistic,0.52123207,1
156,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Non_Autistic.1193.jpg,Non_Autistic,0.7843635,1
157,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Non_Autistic.302.jpg,Non_Autistic,0.35414678,0
158,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Non_Autistic.1046.jpg,Non_Autistic,0.07144547,0
159,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Non_Autistic.422.jpg,Non_Autistic,0.10467998,0
160,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Non_Autistic.540.jpg,Non_Autistic,0.08971686,0
161,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.946.jpg,Autistic,0.5115956,1
162,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.221.jpg,Autistic,0.41758674,0
163,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Non_Autistic.1249.jpg,Non_Autistic,0.8185479,1
164,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Non_Autistic.353.jpg,Non_Autistic,0.94486237,1
165,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.270.jpg,Autistic,0.6063019,1
166,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Non_Autistic.154.jpg,Non_Autistic,0.65805835,1
167,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Non_Autistic.309.jpg,Non_Autistic,0.75054735,1
168,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.1239.jpg,Autistic,0.18153775,0
169,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Non_Autistic.1260.jpg,Non_Autistic,0.4032648,0
170,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.465.jpg,Autistic,0.45934743,0
171,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.303.jpg,Autistic,0.09512464,0
172,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Non_Autistic.1061.jpg,Non_Autistic,0.54755855,1
173,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Non_Autistic.537.jpg,Non_Autistic,0.17957783,0
174,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.337.jpg,Autistic,0.95200324,1
175,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Non_Autistic.10.jpg,Non_Autistic,0.08615709,0
176,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Non_Autistic.37.jpg,Non_Autistic,0.56927556,1
177,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.155.jpg,Autistic,0.20886682,0
178,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Non_Autistic.468.jpg,Non_Autistic,0.81254727,1
179,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Non_Autistic.1263.jpg,Non_Autistic,0.9929871,1
180,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Non_Autistic.388.jpg,Non_Autistic,0.2696996,0
181,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Non_Autistic.213.jpg,Non_Autistic,0.72616935,1
182,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Non_Autistic.395.jpg,Non_Autistic,0.60748297,1
183,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.1158.jpg,Autistic,0.43952653,0
184,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.699.jpg,Autistic,0.7210887,1
185,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.134.jpg,Autistic,0.63429946,1
186,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Non_Autistic.429.jpg,Non_Autistic,0.8178241,1
187,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Non_Autistic.1055.jpg,Non_Autistic,0.8170797,1
188,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.960.jpg,Autistic,0.17519942,0
189,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.259.jpg,Autistic,0.94418097,1
190,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Non_Autistic.204.jpg,Non_Autistic,0.9763253,1
191,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.198.jpg,Autistic,0.42956012,0
192,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Non_Autistic.334.jpg,Non_Autistic,0.18953453,0
193,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.984.jpg,Autistic,0.75017685,1
194,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.232.jpg,Autistic,0.53337,1
195,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.1057.jpg,Autistic,0.112632714,0
196,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.26.jpg,Autistic,0.21368584,0
197,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Non_Autistic.403.jpg,Non_Autistic,0.016296927,0
198,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.407.jpg,Autistic,0.20596899,0
199,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.406.jpg,Autistic,0.77675706,1
200,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Non_Autistic.1238.jpg,Non_Autistic,0.68996346,1
201,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.740.jpg,Autistic,0.25679162,0
202,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Non_Autistic.264.jpg,Non_Autistic,0.7065391,1
203,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Non_Autistic.16.jpg,Non_Autistic,0.603953,1
204,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.459.jpg,Autistic,0.3122615,0
205,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.1058.jpg,Autistic,0.6339395,1
206,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.142.jpg,Autistic,0.89528495,1
207,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.86.jpg,Autistic,0.9574817,1
208,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Non_Autistic.359.jpg,Non_Autistic,0.10484813,0
209,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Non_Autistic.534.jpg,Non_Autistic,0.98220176,1
210,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.675.jpg,Autistic,0.8322022,1
211,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Non_Autistic.1256.jpg,Non_Autistic,0.62720996,1
212,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.493.jpg,Autistic,0.62076205,1
213,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.967.jpg,Autistic,0.856403,1
214,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.954.jpg,Autistic,0.1599602,0
215,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.419.jpg,Autistic,0.96887904,1
216,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Non_Autistic.1057.jpg,Non_Autistic,0.4017523,0
217,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Non_Autistic.1081.jpg,Non_Autistic,0.128213,0
218,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Non_Autistic.1187.jpg,Non_Autistic,0.37428477,0
219,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.712.jpg,Autistic,0.20773238,0
220,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.262.jpg,Autistic,0.8756584,1
221,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.188.jpg,Autistic,0.2782823,0
222,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.807.jpg,Autistic,0.37830254,0
223,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.182.jpg,Autistic,0.9101224,1
224,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Non_Autistic.247.jpg,Non_Autistic,0.79985493,1
225,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Non_Autistic.1117.jpg,Non_Autistic,0.94411576,1
226,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Non_Autistic.138.jpg,Non_Autistic,0.75296336,1
227,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Non_Autistic.421.jpg,Non_Autistic,0.74409246,1
228,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.780.jpg,Autistic,0.03065942,0
229,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Non_Autistic.32.jpg,Non_Autistic,0.9344967,1
230,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.679.jpg,Autistic,0.4460131,0
231,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Non_Autistic.1020.jpg,Non_Autistic,0.46198025,0
232,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.154.jpg,Autistic,0.9174736,1
233,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Non_Autistic.223.jpg,Non_Autistic,0.91952664,1
234,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.456.jpg,Autistic,0.47219124,0
235,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.372.jpg,Autistic,0.8739136,1
236,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.744.jpg,Autistic,0.19667463,0
237,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Non_Autistic.31.jpg,Non_Autistic,0.79190326,1
